"filename", "language", "HTML", "Markdown", "JavaScript", "Java", "JSON", "TypeScript", "JSON with Comments", "TypeScript JSX", "vue", "SCSS", "CSS", "XML", "JavaScript JSX", "Ignore", "Draw.io", "Properties", "YAML", "SQL", "comment", "blank", "total"
"d:\codes\996ForCredit\20230811\helloworld\src\views\Student.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 143
"d:\codes\996ForCredit\20230811\helloworld\vue.config.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 28
"d:\codes\996ForCredit\README.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\README.md", "Markdown", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 93
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\drawio\业务流程图.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 1, 165
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\drawio\库存管理用例图.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 31
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\drawio\用户登录用例图.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 28
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\drawio\进货管理用例图.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 1, 38
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\drawio\销售管理用例图.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 46
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\imgs\业务流程图.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\imgs\库存管理用例图.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\imgs\进货管理用例图.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\imgs\销售管理用例图.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\0_需求分析流程总结.md", "Markdown", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\1_需求获取\0_需求获取流程总结.md", "Markdown", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\1_需求获取\1_需求获取.md", "Markdown", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 55
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\1_需求获取\一般超市业务流程.md", "Markdown", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\2_分析需求信息\0_分析需求信息流程总结.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\2_分析需求信息\2_分析需求信息.md", "Markdown", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 44
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\3_编写PRD\3_PRD（草稿）.md", "Markdown", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\3_编写PRD\PRD2.md", "Markdown", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 97
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\4_PRD评审\4_PRD评审报告.md", "Markdown", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\PRD.html", "HTML", 526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 534
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\docs\requirements_analysis\超市商品管理系统PRDv1.0.md", "Markdown", 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 462
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.VSCodeCounter\2023-08-21_16-03-19\details.md", "Markdown", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 243
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.VSCodeCounter\2023-08-21_16-03-19\diff-details.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.VSCodeCounter\2023-08-21_16-03-19\diff.md", "Markdown", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.VSCodeCounter\2023-08-21_16-03-19\results.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.VSCodeCounter\2023-08-21_16-03-19\results.md", "Markdown", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 88
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.eslintrc.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0, 10
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\.prettierrc", "JSON", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\README.md", "Markdown", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\eslintrc\.eslintrc-auto-import.json", "JSON", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 124
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\eslintrc\eslint-config.js", "JavaScript", 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 202
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\index.html", "HTML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\package.json", "JSON", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 47
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\App.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\dataAuth.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 36
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\dept.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 65
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\dict.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 74
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\dictData.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 74
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\loginInfo.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 54
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\menu.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 63
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\operatorLog.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 40
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\post.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 73
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\remote-search.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\role.js", "JavaScript", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 154
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\system\dict\data.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 53
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\system\dict\type.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 61
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\api\user.js", "JavaScript", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 19, 202
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\assets\layout\login-bg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\assets\layout\login-front.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\assets\layout\login-top.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\assets\layout\login.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\ColumnFilter.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 76
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\DictTag.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 53
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\ElSvgIcon.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\InnerLink\index.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\JsonInput.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 43
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\Pagination\index.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 104
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\ParentView\index.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\RightToolBar.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 104
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\RightToolbar\index.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 107
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\TestUnit.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\components\__tests__\el-svgIcon.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 219, 8, 237
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\clickoutside.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\copy.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 32
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\debounce.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 27
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\longpress.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 46
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\watermark.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 29
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\waves.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\example\waves.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 73
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\has-perm.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\has-role.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\index.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 25
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\directives\lang.ts", "TypeScript", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 45
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-common.ts", "TypeScript", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 107
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-dict.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 31
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-element.ts", "TypeScript", 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 7, 210
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-error-log.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 38
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-layout.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 45
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-permission.ts", "TypeScript", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 7, 123
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-self-router.ts", "TypeScript", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 42
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\hooks\use-table.ts", "TypeScript", 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 123
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\SvgIcon.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\404.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\bug.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\build.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\button.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\cascader.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\chart.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\checkbox.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\clipboard.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\code.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\color.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\component.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\dashboard.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\date-range.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\date.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\demo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\dict.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\documentation.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\download.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\drag.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\druid.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\edit.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\education.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\email.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\example.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\excel.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\exit-fullscreen.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\eye-open.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\eye.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\form.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\codes\996ForCredit\final_project\383ONPBqLwJeW\east_wind-front\src\icons\common\fullscreen.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
